#Name,Y.A.0H,Y.B.0H,Y.C.0H,Y.D.0H,Y.E.0H,Y.CN.A.24H,Y.CN.B.24H,Y.CN.C.24H,Y.CN.D.24H,Y.CN.E.24H,IQ.A.24H,IQ.B.24H,IQ.C.24H,IQ.D.24H,IQ.E.24H,J1.A.24H,J1.B.24H,J1.C.24H,J1.D.24H,J1.E.24H,J2.A.24H,J2.B.24H,J2.C.24H,J2.D.24H,J2.E.24H
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.000539939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;DefluviitaleaceaeUCG-011;,0,0,0,0.000506192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Sanguibacteroides;Gabonibactermassiliensis,0,0.000202477,0,0.000134985,0,0,3.37E-05,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;RF39;;;,0,0.000573685,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae,6.75E-05,0,0,0.000101238,0,0,0,0,0,0,0,0,0,3.37E-05,0,6.75E-05,0,0,0,0,0,0,0,3.37E-05,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-010;,0,0,0,0,0,0,0,0,0.000337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus,0.000506192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.000303715,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales,0.000101238,0,0,0.000337462,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;,0.000404954,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;,0,0,0,6.75E-05,0,0,0,3.37E-05,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0.0004387,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola;,0,0.000371208,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;;,0,0,6.75E-05,0.000101238,0,3.37E-05,0,3.37E-05,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;unidentifiedFirmicutes;Oscillospirales;Ruminococcaceae;unidentifiedRuminococcaceae;ClostridiumsSN17,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0.000134985,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;,0.000404954,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0.000134985,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303715,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.000539939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus,0,0,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiavadinBB60group,0.000269969,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter,0,0,0.000101238,0,0,0,0,0.000168731,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0.000303715,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236223,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0,0.000472446,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium]innocuumgroup,0,0,6.75E-05,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0.000168731,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404954,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0.000506192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipefinegoldii,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0,0
Bacteria;Firmicutes;unidentifiedFirmicutes;Oscillospirales;Ruminococcaceae;;,0,0,0,0.000168731,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,0,0.000303715,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma,0,0,0,0,0,0,0.000337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella;,0,0,0,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0.000168731,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;RF39;;;,0,0.0004387,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;ChristensenellasMarseille-P3954,0.000168731,0.000236223,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Colidextribactermassiliensis,0,0,0,0.000337462,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,6.75E-05,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;,0,0,0,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes,0,0,0.000236223,0.000101238,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella,0.000404954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-010;,0,0,0,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribactersplanchnicus,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,0,0,0,0,0,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella;,0,0,0.000168731,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0
Bacteria;Firmicutes;Clostridia;Oscillospirales,0,0,0,0,0,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae,0.000337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales,0,0,0.000134985,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,6.75E-05,0,0
Bacteria;Firmicutes;Clostridia,0,0.000573685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;UC5-1-2E3;,0,0,0,0.000269969,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-004;,0,0,0,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeNK4B4group;,6.75E-05,0.000472446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium,0,0,0,0.000202477,0,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0,0.000269969,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;,0,0.000573685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,3.37E-05,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter;,0.000404954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia,6.75E-05,0,0,0.000101238,3.37E-05,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371208,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthia;,0,0,0,0.000168731,0,0,0,0,0.000101238,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,3.37E-05,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-001;LachnospiraceaebacteriumTF01-11,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0,0,0,0,0,0,6.75E-05,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214group,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0,0,0,0.000101238,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;DefluviitaleaceaeUCG-011;,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia,0,6.75E-05,0.000202477,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas,0.000404954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella,0,0,0,0,0.000168731,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0,0,0.000134985,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0.000202477,0,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia,0,0,3.37E-05,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;unidentifiedFirmicutes;Oscillospirales;Ruminococcaceae;;,0,0,0,0,0.000168731,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncucolihominis,0,0,0,6.75E-05,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0.000337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;unidentifiedOscillospiraceae,0,0,0,0,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0,0.000269969,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;,0,0.000472446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;;,0.000168731,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236223,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup,6.75E-05,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0.000202477,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;,0,0,0,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter,0.000337462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus,0,0,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;Cloacibacilluporcorum,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-004;,0,0,0,0,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,6.75E-05,0,0,0.000101238,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303715,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202477,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;,0,0,6.75E-05,0,6.75E-05,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0,0.000168731,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575;,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter,0,0,0,0,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]torquegroup,0,0,0,0,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter;,0,0.000202477,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;vadinBE97;;,0,0.000303715,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia,0,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.000337462,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter;,0.000134985,0,6.75E-05,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia,0.000168731,0.000134985,0,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lactonifactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroideplebeius,0.000168731,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;PrevotellaceaeNK3B31group;,0,0,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,3.37E-05,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236223,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Sanguibacteroides,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;,0,0,0,0,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;,0,0,0,0.000303715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0,0,0,0,0,3.37E-05,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;unidentifiedClostridia;Gracilibacteraceae,0,0,6.75E-05,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;RF39;;;,0,0.000168731,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiavadinBB60group;;;,0,0.000506192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae,0.000168731,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;;,0.000269969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales,0,0,0,0.000101238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter,0,0,0.000101238,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.000269969,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-05,0
